"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051806","GO:0051806","entry into cell of other organism involved in symbiotic interaction","29/1513","224/27563",1.6263494170585e-05,0.000388589087382512,0.000342008918347507,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/Q03135/P62937/P63172/P08648/P0DMV8/P0DMV9/O00505/P26022/Q15758/P11279/Q14108/P18084/P06756/P07858/P06396/Q14258/Q9UPT5/Q96KP1/P49790",29
"GO:0051828","GO:0051828","entry into other organism involved in symbiotic interaction","29/1513","224/27563",1.6263494170585e-05,0.000388589087382512,0.000342008918347507,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/Q03135/P62937/P63172/P08648/P0DMV8/P0DMV9/O00505/P26022/Q15758/P11279/Q14108/P18084/P06756/P07858/P06396/Q14258/Q9UPT5/Q96KP1/P49790",29
"GO:0052126","GO:0052126","movement in host environment","29/1513","224/27563",1.6263494170585e-05,0.000388589087382512,0.000342008918347507,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/Q03135/P62937/P63172/P08648/P0DMV8/P0DMV9/O00505/P26022/Q15758/P11279/Q14108/P18084/P06756/P07858/P06396/Q14258/Q9UPT5/Q96KP1/P49790",29
"GO:0052192","GO:0052192","movement in environment of other organism involved in symbiotic interaction","29/1513","224/27563",1.6263494170585e-05,0.000388589087382512,0.000342008918347507,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/Q03135/P62937/P63172/P08648/P0DMV8/P0DMV9/O00505/P26022/Q15758/P11279/Q14108/P18084/P06756/P07858/P06396/Q14258/Q9UPT5/Q96KP1/P49790",29
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","33/1513","272/27563",1.73669402844141e-05,0.000413118013137213,0.000363597562079373,"P23396/P62987/P51665/P62979/Q03135/Q99653/P0DMV8/P0DMV9/O43670/O43684/P62333/Q9Y6G9/P0CG47/O00231/P48556/P43686/P62191/O94874/O00487/Q9UL46/P49768/O43264/P17980/Q9UL15/P62195/P35998/P0CG48/O00232/Q14669/Q9BZE4/P12270/P29590/Q99460",33
"GO:0021762","GO:0021762","substantia nigra development","16/1513","87/27563",1.8392988627374e-05,0.000433687310792819,0.000381701218282762,"P60709/P11021/P00367/O75489/P60953/P14854/P00338/P61586/P62258/P24539/Q9HAV0/P27348/P80723/Q6S8J3/P09543/Q16352",16
"GO:0030042","GO:0030042","actin filament depolymerization","16/1513","87/27563",1.8392988627374e-05,0.000433687310792819,0.000381701218282762,"Q01082/Q13813/P52907/Q9H299/P35241/P23528/Q9UHB6/Q9Y281/P47755/P35609/P35611/P06396/Q9NYL9/O15020/Q9H2D6/P11277",16
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","32/1513","261/27563",1.87155507757712e-05,0.000439365943102821,0.000386699153008925,"P40926/P04075/P04406/P30044/P11177/P55072/P06733/P00338/P08559/P23368/P19367/P36957/P60174/Q9BRR6/P00558/P07195/Q02218/P09972/P14618/Q08043/P13929/P09622/P18669/Q8N0Y7/P15259/O95479/O43837/P09104/P07205/P30613/P52789/Q9ULD0",32
"GO:0006096","GO:0006096","glycolytic process","21/1513","138/27563",2.10785766129044e-05,0.000492688816830322,0.000433630214530917,"P04075/P04406/P06733/P00338/P19367/P60174/Q9BRR6/P00558/Q02218/P09972/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/P09104/P07205/P30613/P52789/Q9ULD0",21
"GO:0043462","GO:0043462","regulation of ATPase activity","19/1513","118/27563",2.2889382065067e-05,0.00053269834624156,0.000468843802153002,"P07737/P08621/Q5JTV8/Q9UBS4/Q00839/P07951/P30405/P54652/Q8IXB1/Q9Y3D7/P50570/P09493/P25685/O75190/P54709/Q8WXX5/Q15417/Q7Z7A4/Q8NFQ8",19
"GO:0006757","GO:0006757","ATP generation from ADP","21/1513","139/27563",2.35633585915438e-05,0.000546019895638532,0.000480568497590696,"P04075/P04406/P06733/P00338/P19367/P60174/Q9BRR6/P00558/Q02218/P09972/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/P09104/P07205/P30613/P52789/Q9ULD0",21
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","16/1513","89/27563",2.47129015590007e-05,0.000570199823095227,0.000501849977446163,"P09651/P78371/P40227/Q99832/P07910/P50990/P49368/P50991/P17987/Q00839/P48643/Q8TDX7/P28482/P35222/P09874/P29590",16
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","34/1513","289/27563",2.49096606829015e-05,0.000572283486458456,0.000503683872108153,"P23396/P62987/P51665/P62979/Q03135/Q99653/P0DMV8/P0DMV9/O43670/O43684/P62333/Q9Y6G9/P0CG47/O00231/P48556/P43686/P62191/P35222/O94874/O00487/Q9UL46/P49768/O43264/P17980/Q9UL15/P62195/P35998/P0CG48/O00232/Q14669/Q9BZE4/P12270/P29590/Q99460",34
"GO:0009063","GO:0009063","cellular amino acid catabolic process","27/1513","206/27563",2.51672077327321e-05,0.000573300460894779,0.000504578941831538,"Q99714/P00505/P04181/P00367/O94925/P49448/Q9UHG3/P24752/P36957/P49419/P35914/Q8NBM8/Q02218/P09622/O95571/P31937/Q16762/P26440/Q6NVY1/P45954/P49189/P11182/P34896/Q9Y6N5/P80404/P30038/Q9UDR5",27
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","27/1513","206/27563",2.51672077327321e-05,0.000573300460894779,0.000504578941831538,"P40926/P00505/P04181/P00367/P34897/O94925/P49448/P23368/P54886/P36957/P11586/Q9P2R7/P07954/Q9UBQ7/P48735/Q02218/P21912/Q6UB35/P31040/P53396/P48507/P09622/P53597/O43837/P34896/P31939/P30038",27
"GO:0043001","GO:0043001","Golgi to plasma membrane protein transport","13/1513","62/27563",2.6015350117758e-05,0.000590120346974967,0.000519382628378069,"P63244/P05783/Q01082/P63027/Q15836/Q9H4A6/P46459/O75608/Q13636/P61026/O95573/Q9UPN3/Q13439",13
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","24/1513","173/27563",2.73701292114499e-05,0.000616182116100434,0.000542320373565055,"P62987/P51665/P62979/O43670/O43684/P62333/Q9Y6G9/P0CG47/O00231/P48556/P43686/P62191/O00487/Q9UL46/P49768/O43264/P17980/Q9UL15/P62195/P35998/P0CG48/O00232/P12270/Q99460",24
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","32/1513","266/27563",2.7393512973959e-05,0.000616182116100434,0.000542320373565055,"P61158/O15145/Q01082/Q13813/P52907/P59998/P61160/P07737/O15144/Q9H299/P35241/O15511/P23528/Q9UHB6/Q9Y281/O15143/P47755/P63000/P35609/Q9C0K3/Q9P1U1/P35611/P84077/Q9BPX5/Q14247/P50552/P06396/Q92747/Q9NYL9/O15020/Q9H2D6/P11277",32
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","20/1513","130/27563",2.79312255147229e-05,0.000625659451529792,0.00055066166091526,"O75489/P49821/O96000/P28331/Q5RI15/O43920/Q16718/Q16795/O95168/P19404/O95182/P56556/Q9UI09/O95299/O75306/O75251/O00217/O95831/Q00059/Q9H845",20
"GO:0006376","GO:0006376","mRNA splice site selection","12/1513","54/27563",2.86085612657286e-05,0.000638172719355008,0.000561674963483075,"Q13242/O75494/Q12874/Q13243/Q07955/Q13247/Q8WXF0/Q9NR56/Q9Y383/Q92879/Q15459/O75475",12
"GO:0045898","GO:0045898","regulation of RNA polymerase II transcriptional preinitiation complex assembly","9/1513","31/27563",2.96285933655448e-05,0.000658195528649458,0.000579297638878312,"P09429/P62333/P43686/P62191/P17980/P62195/P35998/Q13422/Q86VP6",9
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","15/1513","81/27563",3.0579714195256e-05,0.000671006300055903,0.000590572783276802,"P09651/P78371/P40227/Q99832/P07910/P50990/P49368/P50991/P17987/Q00839/P48643/Q8TDX7/P28482/P35222/P29590",15
"GO:0044766","GO:0044766","multi-organism transport","15/1513","81/27563",3.0579714195256e-05,0.000671006300055903,0.000590572783276802,"P62987/P62979/Q13838/Q03135/P63172/P17987/Q86V81/O00505/P0CG47/Q14974/P62826/P52294/P0CG48/O14980/P49790",15
"GO:1902579","GO:1902579","multi-organism localization","15/1513","81/27563",3.0579714195256e-05,0.000671006300055903,0.000590572783276802,"P62987/P62979/Q13838/Q03135/P63172/P17987/Q86V81/O00505/P0CG47/Q14974/P62826/P52294/P0CG48/O14980/P49790",15
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","14/1513","72/27563",3.16225365673435e-05,0.000691068116203409,0.000608229789774107,"P62304/P62316/P62318/P62306/P62314/Q9Y3F4/O75494/Q9UMS4/Q8WXF0/P14678/O43290/Q8WWY3/Q09161/O94906",14
"GO:0046939","GO:0046939","nucleotide phosphorylation","24/1513","175/27563",3.31229120157354e-05,0.000720926214561108,0.000634508798255831,"P04075/P04406/P06733/P00338/P19367/P54819/P60174/Q9BRR6/P00558/Q02218/P15531/P09972/P22392/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/P09104/P07205/P30613/P52789/Q9ULD0",24
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","12/1513","55/27563",3.47775863728635e-05,0.000753888323953686,0.00066351974000858,"P26599/P17844/O00422/Q9BWF3/P38159/Q9Y2W1/Q13247/Q01130/Q8WXF0/Q15287/Q9NR56/P49756",12
"GO:0009163","GO:0009163","nucleoside biosynthetic process","28/1513","222/27563",3.64382117316714e-05,0.000784965416144769,0.000690871621548155,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/P21589/O75964/P30049/P56134/P36542/P56385/P54819/O95340/P24539/Q9UJS0/P15531/P22392/P14618/O75323/Q9UIJ7/P11908/P60891/P07864/P17812/O43252/P30613",28
"GO:0033120","GO:0033120","positive regulation of RNA splicing","11/1513","47/27563",3.66797411689356e-05,0.000784965416144769,0.000690871621548155,"P61978/P11142/P08621/P26368/Q96EP5/Q15427/P0DMV8/P0DMV9/P38159/Q9Y2W1/Q9UMS4",11
"GO:0030832","GO:0030832","regulation of actin filament length","32/1513","270/27563",3.68151158964294e-05,0.000784965416144769,0.000690871621548155,"P61158/O15145/Q01082/Q13813/P52907/P59998/P61160/P07737/O15144/Q9H299/P35241/O15511/P23528/Q9UHB6/Q9Y281/O15143/P47755/P63000/P35609/Q9C0K3/Q9P1U1/P35611/P84077/Q9BPX5/Q14247/P50552/P06396/Q92747/Q9NYL9/O15020/Q9H2D6/P11277",32
"GO:0006165","GO:0006165","nucleoside diphosphate phosphorylation","23/1513","165/27563",3.69347461964482e-05,0.000784965416144769,0.000690871621548155,"P04075/P04406/P06733/P00338/P19367/P60174/Q9BRR6/P00558/Q02218/P15531/P09972/P22392/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/P09104/P07205/P30613/P52789/Q9ULD0",23
"GO:0006909","GO:0006909","phagocytosis","43/1513","409/27563",3.69412667940154e-05,0.000784965416144769,0.000690871621548155,"P63244/P60709/P61158/P63261/P51149/P62834/P04083/O15145/Q12907/P27797/P60953/P59998/P61160/Q8NBS9/O15144/P61106/P17301/P09429/O15511/P23528/Q8WVM8/O15143/P21980/P08238/P07900/Q9ULV4/P26022/P63000/Q8IZP0/P50570/P28482/Q08431/P51159/P35579/P06756/Q14964/Q8N752/Q9Y6W5/P06396/P48729/P07996/Q92747/Q07954",43
"GO:0051352","GO:0051352","negative regulation of ligase activity","24/1513","177/27563",3.99415646889187e-05,0.000845377369163886,0.000744041994515913,"P62987/P51665/P62979/O43670/O43684/P62333/Q9Y6G9/P0CG47/O00231/P48556/P43686/P62191/O00487/Q9UL46/P49768/O43264/P17980/Q9UL15/P62195/P35998/P0CG48/O00232/P12270/Q99460",24
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","28/1513","224/27563",4.28503032506852e-05,0.000903385216767387,0.000795096442154097,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/P21589/O75964/P30049/P56134/P36542/P56385/P54819/O95340/P24539/Q9UJS0/P15531/P22392/P14618/O75323/Q9UIJ7/P11908/P60891/P07864/P17812/O43252/P30613",28
"GO:0051436","GO:0051436","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle","22/1513","156/27563",4.51513306444614e-05,0.000948177943533689,0.000834519865324235,"P62987/P51665/P62979/O43670/O43684/P62333/Q9Y6G9/P0CG47/O00231/P48556/P43686/P62191/O00487/Q9UL46/O43264/P17980/P62195/P35998/P0CG48/O00232/P12270/Q99460",22
"GO:0051262","GO:0051262","protein tetramerization","28/1513","225/27563",4.6423880228219e-05,0.000971108093801189,0.000854701378766515,"P62805/P07355/Q99714/P04075/P39019/O43809/P34897/P68431/Q16695/O94925/P04179/Q16698/P07954/P35914/P35609/Q08257/Q16630/Q8TCT9/O00429/P50552/P12956/Q8NBZ7/Q8N684/Q08379/P34896/P04040/Q06210/Q9UDR5",28
"GO:0040029","GO:0040029","regulation of gene expression, epigenetic","41/1513","388/27563",4.9417748987277e-05,0.00102972797889768,0.000906294498971074,"P62805/Q16777/Q9BTM1/P04908/P0C0S8/P20671/Q6FI13/Q7L7L0/Q8IUE6/Q93077/Q96KK5/Q96QV6/P60709/P22626/P0C0S5/Q71UI9/P16104/P98179/P68431/P84243/Q71DI3/O00422/O75367/P41567/Q09028/O75569/Q9BWF3/Q9H9J2/Q9NR30/P62826/P35222/Q92879/Q16576/P35659/P49841/P32780/P55265/Q8TB72/Q14671/Q9BXP5/A5YKK6",41
"GO:0015992","GO:0015992","proton transport","29/1513","238/27563",5.05546354186278e-05,0.00104935027031098,0.000923564666558554,"P48047/O75947/P06576/P25705/O43707/Q9UJZ1/P14854/P31930/O75964/P30049/P56134/Q9UDW1/P61421/P36542/P14406/P56385/O00483/P07919/Q99653/P30405/P24539/P00167/P13073/P21281/P47985/Q9Y6N1/Q15904/P15313/P38606",29
"GO:0009266","GO:0009266","response to temperature stimulus","44/1513","428/27563",5.14617670872443e-05,0.00105999409908439,0.000932932619710276,"P10809/P11142/P55072/P98179/Q9UDY4/P09601/P62258/Q14011/P08238/Q13557/P0DMV8/P0DMV9/P17066/P35244/P54652/P07900/P13726/P16989/Q96HE7/Q13217/P25685/P28482/P34931/O75190/Q96IZ0/Q13555/Q8N163/Q13554/Q08211/Q16576/O60884/P07996/P49841/Q96EY1/Q9UL15/Q9UQM7/P57740/O75475/P30613/P12270/Q8N1F7/O75694/P49790/P52948",44
"GO:0016197","GO:0016197","endosomal transport","44/1513","428/27563",5.14617670872443e-05,0.00105999409908439,0.000932932619710276,"P21333/Q15907/P51149/P51148/P26038/P62491/P15311/Q13492/P20340/P62987/P61106/Q15836/Q9UL25/P62979/Q9NRW1/P35241/Q00610/Q9H4M9/O95782/Q96QK1/P20645/Q13501/P0CG47/P35609/Q9NZN3/P62745/P28482/P84077/Q9NZN4/Q9UBQ0/P08962/P20339/P61020/O43493/Q9H0N0/P61026/Q9H223/O60784/Q9Y5X2/Q9Y5X1/P0CG48/Q14203/P53675/Q92538",44
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","10/1513","41/27563",5.65389909378428e-05,0.00116012830260245,0.00102106373750745,"P08865/P62241/P39019/P62263/P62847/P63220/P62249/Q15050/P82933/Q13895",10
"GO:0007006","GO:0007006","mitochondrial membrane organization","24/1513","181/27563",5.74782709795711e-05,0.00117491705241891,0.00103407976006873,"Q9Y6C9/Q5XKP0/Q3ZCQ8/Q16891/P61981/P62258/Q9NX63/P63104/P05141/Q15388/P0DMV8/P0DMV9/P30405/P07900/P27348/P42765/O95202/P49841/Q9UQM7/Q8IXI1/P09543/O60313/P52789/Q9Y4W6",24
"GO:0006818","GO:0006818","hydrogen transport","29/1513","240/27563",5.88815290584443e-05,0.00119904204628105,0.00105531289121893,"P48047/O75947/P06576/P25705/O43707/Q9UJZ1/P14854/P31930/O75964/P30049/P56134/Q9UDW1/P61421/P36542/P14406/P56385/O00483/P07919/Q99653/P30405/P24539/P00167/P13073/P21281/P47985/Q9Y6N1/Q15904/P15313/P38606",29
"GO:1904851","GO:1904851","positive regulation of establishment of protein localization to telomere","7/1513","20/27563",6.09514461037576e-05,0.0012365093368068,0.00108828897809887,"P78371/P40227/Q99832/P50990/P50991/P17987/P48643",7
"GO:0009081","GO:0009081","branched-chain amino acid metabolic process","11/1513","50/27563",6.76036385092121e-05,0.00136630511513355,0.00120252613810411,"Q99714/P24752/P35914/P09622/P31937/P26440/Q6NVY1/P45954/P49189/P11182/P34896",11
"GO:0019048","GO:0019048","modulation by virus of host morphology or physiology","18/1513","117/27563",6.90202283337525e-05,0.00138971066487735,0.00122312606489343,"P12236/O00629/P52292/Q9P0L0/O00505/O95292/Q14974/P19525/O15131/Q86U42/P52294/P57740/Q7Z2W4/P12270/Q8N1F7/O75694/P49790/P52948",18
"GO:0006607","GO:0006607","NLS-bearing protein import into nucleus","10/1513","42/27563",7.05792458337849e-05,0.00141053541116144,0.0012414545491014,"O00629/P52292/O00505/Q92973/Q14974/O15131/O60684/P52294/O00410/O14787",10
"GO:0070199","GO:0070199","establishment of protein localization to chromosome","10/1513","42/27563",7.05792458337849e-05,0.00141053541116144,0.0012414545491014,"P78371/P16401/P40227/Q99832/O75367/P50990/P50991/P17987/P48643/Q9Y230",10
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","21/1513","150/27563",7.41690690675277e-05,0.00147678857521122,0.00129976594720677,"P21333/O43707/P27797/P60953/Q07021/P62820/O15144/Q15836/Q9NVD7/P48059/Q9ULV4/P60763/P63000/P02751/P50570/P11047/P06756/Q13418/Q9H2D6/O75044/P07942",21
"GO:0006921","GO:0006921","cellular component disassembly involved in execution phase of apoptosis","20/1513","140/27563",8.1919727929387e-05,0.00162509393855492,0.00143029394850493,"P08670/P02545/Q15149/Q13813/Q13148/P20700/P09429/P26583/Q96JB5/Q14974/P35611/P35222/O95831/O00429/P06396/Q9P289/Q9Y6E0/P52294/Q07157/Q9UKV3",20
"GO:0008154","GO:0008154","actin polymerization or depolymerization","34/1513","307/27563",8.45821480098491e-05,0.00166074856848113,0.00146167465838868,"P61158/O15145/Q01082/Q13813/P52907/P59998/P61160/P07737/O15144/Q9H299/P35241/O15511/P23528/Q9UHB6/Q9Y281/O15143/P47755/P63000/P35609/Q8IZP0/Q9C0K3/Q9P1U1/P35611/P84077/Q9BPX5/Q14247/P50552/P06396/Q92747/Q9NYL9/O15020/Q9H2D6/P11277/O60879",34
"GO:0075733","GO:0075733","intracellular transport of virus","13/1513","69/27563",8.4643807247736e-05,0.00166074856848113,0.00146167465838868,"P62987/P62979/Q13838/P63172/Q86V81/O00505/P0CG47/Q14974/P62826/P52294/P0CG48/O14980/P49790",13
"GO:1902583","GO:1902583","multi-organism intracellular transport","13/1513","69/27563",8.4643807247736e-05,0.00166074856848113,0.00146167465838868,"P62987/P62979/Q13838/P63172/Q86V81/O00505/P0CG47/Q14974/P62826/P52294/P0CG48/O14980/P49790",13
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","12/1513","60/27563",8.60422423792636e-05,0.00168204761829426,0.00148042059136762,"P61158/O15145/P59998/P61160/O15144/O15511/O15143/Q9C0K3/Q9P1U1/P84077/Q9BPX5/Q92747",12
"GO:0061684","GO:0061684","chaperone-mediated autophagy","7/1513","21/27563",8.71009845835089e-05,0.00169045087769294,0.00148781655216748,"P68104/P11142/Q05639/P08621/P07900/P13473/P14136",7
"GO:0070203","GO:0070203","regulation of establishment of protein localization to telomere","7/1513","21/27563",8.71009845835089e-05,0.00169045087769294,0.00148781655216748,"P78371/P40227/Q99832/P50990/P50991/P17987/P48643",7
"GO:1901879","GO:1901879","regulation of protein depolymerization","20/1513","141/27563",9.06113286183576e-05,0.00175225360666292,0.0015422109887903,"Q01082/Q13813/P52907/Q9H299/Q12797/P35241/P23528/Q9UHB6/Q9Y281/P47755/Q9Y3A5/P35609/P35611/P48681/P06396/Q9NYL9/O15020/Q9H2D6/P11277/P78559",20
"GO:0046794","GO:0046794","transport of virus","14/1513","79/27563",9.19529146731757e-05,0.00177182390424012,0.00155943539504216,"P62987/P62979/Q13838/Q03135/P63172/Q86V81/O00505/P0CG47/Q14974/P62826/P52294/P0CG48/O14980/P49790",14
"GO:0006893","GO:0006893","Golgi to plasma membrane transport","15/1513","89/27563",9.49233335156044e-05,0.00182252800349961,0.0016040615945588,"P63244/P05783/Q01082/P63027/Q15836/Q9H4A6/P46459/P50570/O75608/Q13636/P61026/O95573/Q96KP1/Q9UPN3/Q13439",15
"GO:0045454","GO:0045454","cell redox homeostasis","22/1513","164/27563",9.66309694146693e-05,0.00184871206965574,0.00162710697703292,"P30101/P07237/Q15084/P61421/Q8NBS9/Q9BS26/Q9H299/P13667/Q9H3N1/Q96HE7/Q8IXB1/Q9BQE4/P09622/P21281/O95831/Q9H1E5/P27695/Q96JJ7/Q9H7Z7/P15313/Q14554/P38606",22
"GO:0032204","GO:0032204","regulation of telomere maintenance","18/1513","121/27563",0.00010776148195427,0.00205434654959629,0.00180809205443987,"P09651/P78371/P40227/Q99832/P07910/P50990/P49368/P50991/P17987/Q00839/P48643/Q8TDX7/P28482/P35222/P09874/Q9BVP2/P13010/P29590",18
"GO:1901185","GO:1901185","negative regulation of ERBB signaling pathway","14/1513","81/27563",0.000121630216047329,0.00231054431614997,0.00203357939792726,"P51149/P60953/P62987/P62979/P63010/O95782/Q96B97/P0CG47/P09496/O94973/P49768/Q99538/P0CG48/P00533",14
"GO:0046718","GO:0046718","viral entry into host cell","26/1513","215/27563",0.000136802714019121,0.00258961757241829,0.00227920014646386,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/Q03135/P63172/P08648/P0DMV8/P0DMV9/O00505/P26022/Q15758/P11279/Q14108/P18084/P06756/P07858/P06396/Q14258/P49790",26
"GO:0006997","GO:0006997","nucleus organization","27/1513","228/27563",0.00014616938015748,0.00275721609728637,0.00242670863825623,"P02545/P39019/O75531/O14656/Q13148/P50402/Q9BTV4/Q5JTV8/P26583/Q9UH99/P30153/Q9HC98/Q96A08/P67775/O14657/Q14978/O95067/P63151/Q8NFQ8/P57740/P12270/Q14980/P29590/Q8N1F7/O75694/P49790/P52948",27
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","26/1513","216/27563",0.000147557322919083,0.00277366492312234,0.00244118574354537,"P62987/P51665/P62979/P02452/Q03135/Q96QK1/P62333/P0CG47/O00231/P48556/P43686/P62191/P35222/O00487/Q8N163/Q9UL46/P48729/P49841/P17980/P62195/Q13418/P35998/P0CG48/O00232/P14923/Q99460",26
"GO:0019395","GO:0019395","fatty acid oxidation","22/1513","169/27563",0.000150778578686043,0.00282434020563125,0.00248578658057496,"P40939/P30084/P49748/P38117/Q16698/P13804/Q9NY65/P55084/O75521/P22307/P11310/P42126/Q15067/P09110/Q16836/P16435/P51659/Q9H845/Q13011/P26440/P45954/P22033",22
"GO:0006278","GO:0006278","RNA-dependent DNA replication","16/1513","103/27563",0.000152595603744153,0.00284845126989086,0.00250700745186392,"P09651/P78371/P40227/Q99832/P07910/P50990/P49368/P50991/P62937/P17987/Q00839/P48643/Q8TDX7/P28482/P35222/P29590",16
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","12/1513","64/27563",0.0001648631888666,0.00306679758943543,0.00269918060082086,"P09651/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q8TDX7/P28482/P35222",12
"GO:0071428","GO:0071428","rRNA-containing ribonucleoprotein complex export from nucleus","7/1513","23/27563",0.000166691846374671,0.00309012195210425,0.00271970907242885,"P08865/P62857/P62841/P56537/P62826/Q15050/O14980",7
"GO:0032200","GO:0032200","telomere organization","26/1513","218/27563",0.00017134992812843,0.00316555743511491,0.00278610210503632,"P62805/P09651/P68431/P84243/Q16695/P78371/P40227/Q99832/P07910/P50990/P49368/P50991/P17987/Q00839/P48643/P35244/Q8TDX7/P28482/P35222/P09874/Q9BVP2/P27695/P12956/P13010/P39748/P29590",26
"GO:0034440","GO:0034440","lipid oxidation","22/1513","171/27563",0.000179038990902408,0.00329627950373749,0.00290115452093124,"P40939/P30084/P49748/P38117/Q16698/P13804/Q9NY65/P55084/O75521/P22307/P11310/P42126/Q15067/P09110/Q16836/P16435/P51659/Q9H845/Q13011/P26440/P45954/P22033",22
"GO:0030490","GO:0030490","maturation of SSU-rRNA","10/1513","47/27563",0.000193386551234819,0.00353621122257955,0.00311232562764236,"P08865/P62241/P39019/P62263/P62847/P63220/P62249/Q15050/P82933/Q13895",10
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region","10/1513","47/27563",0.000193386551234819,0.00353621122257955,0.00311232562764236,"P78371/P40227/Q99832/O75367/P50990/P50991/P17987/P48643/Q9BVP2/P29590",10
"GO:0007084","GO:0007084","mitotic nuclear envelope reassembly","6/1513","17/27563",0.00019835021788599,0.00361468058086468,0.00318138886493318,"P02545/O75531/P50402/P30153/P67775/P63151",6
"GO:0051817","GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction","25/1513","208/27563",0.00020057919373792,0.00364295184302385,0.00320627125125161,"P23284/P52926/Q13148/P12236/O00629/P52292/P23528/Q9P0L0/O00505/O95292/P26022/Q14974/P19525/O15131/Q86U42/P06756/P52294/P57740/Q7Z2W4/P02768/P12270/Q8N1F7/O75694/P49790/P52948",25
"GO:0009062","GO:0009062","fatty acid catabolic process","21/1513","161/27563",0.000205077615706665,0.00370026617728483,0.00325671531698295,"P40939/P30084/P49748/P38117/Q16698/P13804/Q9NY65/P55084/O75521/P22307/P11310/P42126/Q15067/P09110/Q16836/P51659/Q9H845/Q13011/P26440/P45954/P22033",21
"GO:0018126","GO:0018126","protein hydroxylation","8/1513","31/27563",0.000205111480809315,0.00370026617728483,0.00325671531698295,"P13674/O15460/P07237/Q02809/Q32P28/Q12797/O75718/Q8IVL6",8
"GO:0043903","GO:0043903","regulation of symbiosis, encompassing mutualism through parasitism","39/1513","388/27563",0.000213013819464007,0.00382997422554683,0.0033708752631252,"P09382/P23284/P17844/P51149/P52926/P07237/O00571/P11940/P13164/Q13148/Q01628/Q01629/P23528/Q03135/P62937/P63172/Q9P0L0/O95292/P26022/Q13501/Q13263/Q12906/P19525/P06756/P23193/P06396/Q7Z434/P32780/Q7Z2W4/O95793/Q6PKG0/P55265/Q14258/Q08945/Q09161/P42224/Q9UPT5/P29590/Q96KP1",39
"GO:0019320","GO:0019320","hexose catabolic process","16/1513","106/27563",0.000214704152421378,0.0038474984113911,0.00338629882503191,"P04075/P04406/P06733/P00338/P19367/P60174/P00558/P09972/P14618/Q08043/P13929/P18669/P15259/P09104/P30613/P52789",16
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","24/1513","197/27563",0.00021707258154137,0.00387701727032028,0.00341227925871117,"P40939/P00505/P30084/P49748/P38117/Q16698/P13804/Q9NY65/P55084/O75521/P22307/P11310/P42126/Q15067/P09110/Q16836/P51659/Q9H845/Q13011/P26440/P45954/P80404/P30038/P22033",24
"GO:0006342","GO:0006342","chromatin silencing","19/1513","139/27563",0.000219806138566849,0.00391284040044828,0.00344380827067963,"P62805/Q16777/Q9BTM1/P04908/P0C0S8/P20671/Q6FI13/Q7L7L0/Q8IUE6/Q93077/Q96KK5/Q96QV6/P0C0S5/Q71UI9/P16104/P68431/P84243/Q71DI3/O75367",19
